Parameters;From;To;Time;Age;Group;Step;Estimates;CI-;CI+;SE 
E;3;3;83;2;2;1;0,289382815;0,239655741;0,344749611;0,0268785
E;5;3;83;2;2;1;0,070997404;0,04925071;0,101323037;0,013085635
E;3;3;84;2;2;1;0,243193317;0,196844229;0,296427893;0,025436958
E;4;3;84;2;2;1;0,053099019;0,035195729;0,07936022;0,011029798
E;1;2;85;2;2;1;0,08240544;0,060315789;0,111624059;0,012956585
E;2;2;85;2;2;1;0,011758183;0,006006706;0,022889934;0,00401644
E;3;3;85;2;2;1;0,220825275;0,161549454;0,294218547;0,033875107
E;11;3;85;2;2;1;0,034771361;0,022920614;0,052420623;0,007345357
E;3;3;86;2;2;1;0,728178097;0,671119808;0,778602859;0,027483082
E;7;3;86;2;2;1;0,264225748;0,21472058;0,320486497;0,027037199
E;3;3;87;2;2;1;0,310330931;0,255024765;0,371647631;0,029856326
E;5;3;87;2;2;1;0,07786914;0,053523096;0,11197925;0,014689943
E;3;3;88;2;2;1;0,125242682;0,094200683;0,164654506;0,017869921
E;4;3;88;2;2;1;0,024376004;0,015288037;0,038654242;0,005773162
E;1;2;89;2;2;1;0,062932009;0,044927031;0,087491662;0,010712583
E;2;2;89;2;2;1;0,008819122;0,004460926;0,017360899;0,003059262
E;3;3;89;2;2;1;0,219578552;0,159225634;0,294786953;0,034611731
E;11;3;89;2;2;1;0,034528503;0,022675054;0,052247119;0,007359876
E;3;3;90;2;2;1;0,639109737;0,583699448;0,69104851;0,027480532
E;7;3;90;2;2;1;0,191852795;0,157321517;0,231877898;0,019007135
E;3;3;91;2;2;1;0,172944681;0,134612882;0,219424067;0,021591983
E;5;3;91;2;2;1;0,037761052;0,025505127;0,055570456;0,007509053
E;3;3;92;2;2;1;0,118329519;0,088486392;0,156509426;0,017241348
E;4;3;92;2;2;1;0,022884836;0,014545928;0,035830467;0,005266973
E;1;2;93;2;2;1;0,104876727;0,079612046;0,136965952;0,014534458
E;2;2;93;2;2;1;0,015285461;0,008015973;0,02895504;0,005013339
E;3;3;93;2;2;1;0,301165982;0,234202356;0,377829539;0,036829313
E;11;3;93;2;2;1;0,051933574;0,035862179;0,074649609;0,009724001
E;3;3;94;2;2;1;0,736434999;0,67712063;0,788260397;0,028416643
E;7;3;94;2;2;1;0,272495691;0,219430915;0,332919849;0,029027117
E;3;3;95;2;2;1;0,224605112;0,180666751;0,275634469;0,024240621
E;5;3;95;2;2;1;0,051557992;0,03512215;0,075086648;0,010005893
E;3;3;96;2;2;1;0,14609989;0,110026785;0,191455583;0,020682796
E;4;3;96;2;2;1;0,028992176;0,018470031;0,045232414;0,006630779
E;1;2;97;2;2;1;0,046602377;0,032562196;0,066281642;0,008458103
E;2;2;97;2;2;1;0,006434318;0,003255225;0,012678659;0,002232886
E;3;3;97;2;2;1;0,327853163;0,248741313;0,418122527;0,043558788
E;11;3;97;2;2;1;0,058380553;0,038528132;0,087531077;0,012241376
E;3;3;98;2;2;1;0,652799877;0,590105822;0,710607369;0,030871697
E;7;3;98;2;2;1;0,201306476;0,160831369;0,248945852;0,022469019
E;3;3;99;2;2;1;0,177464772;0,133592964;0,231887982;0,025018989
E;5;3;99;2;2;1;0,038914218;0,025786971;0,058324015;0,008110754
E;3;3;100;2;2;1;0,144924368;0,106587719;0,194054671;0,022198473
E;4;3;100;2;2;1;0,028727205;0,017821602;0,045993783;0,006955542
E;1;2;101;2;2;1;0,062102157;0,044185077;0,086626158;0,010677849
E;2;2;101;2;2;1;0,008696206;0,004405283;0,017094897;0,003010174
E;3;3;101;2;2;1;0,254784649;0,178980835;0,349044603;0,043593746
E;11;3;101;2;2;1;0,041647994;0,02624656;0,065479239;0,009727093
E;3;3;102;2;2;1;0,774515646;0,723608379;0,818399684;0,024196313
E;7;3;102;2;2;1;0,315283859;0,259531236;0,376916799;0,030055269
E;3;3;103;2;2;1;0,245487178;0,19963507;0,297950119;0,025113735
E;5;3;103;2;2;1;0,057545465;0,039604804;0,082911497;0,010860137
E;3;3;104;2;2;1;0,180847311;0,136867286;0,235110079;0,025013197
E;4;3;104;2;2;1;0,03709751;0,023197449;0,058824989;0,008818053
E;1;2;105;2;2;1;0,109179715;0,082761188;0,142719232;0,015197355
E;2;2;105;2;2;1;0,015978223;0,008379727;0,030256584;0,00523913
E;3;3;105;2;2;1;0,378437357;0,302319246;0,461055487;0,040814938
E;11;3;105;2;2;1;0,071831278;0,050227166;0,101732576;0,012952419
E;3;3;106;2;2;1;0,767393664;0,718898347;0,80973686;0,023191314
E;7;3;106;2;2;1;0,306641975;0,254839842;0,363832713;0,027888953
E;3;3;107;2;2;1;0,2219158;0,181256884;0,268701952;0,022316469
E;5;3;107;2;2;1;0,050804903;0,035288772;0,0726297;0,009365313
E;3;3;108;2;2;1;0,204106523;0,163308502;0,252026693;0,02262581
E;4;3;108;2;2;1;0,042835494;0,028302601;0,064336686;0,008984208
E;1;2;109;2;2;1;0,103916406;0,078005722;0,13715339;0,014980082
E;2;2;109;2;2;1;0,01513163;0,007862961;0,028923704;0,005033277
E;3;3;109;2;2;1;0,322985706;0,239606991;0,419376544;0,046271393
E;11;3;109;2;2;1;0,057173504;0,037440706;0,08637308;0,012212313
E;3;3;110;2;2;1;0,73982787;0,683758126;0,789023826;0,026906043
E;7;3;110;2;2;1;0,27598932;0,223863307;0,33501372;0,028428265
E;3;3;111;2;2;1;0,198582313;0,155196606;0,250500269;0,024296983
E;5;3;111;2;2;1;0,044435508;0,029502715;0,066409336;0,009208467
E;3;3;112;2;2;1;0,266021447;0,215846632;0,323054606;0,027408649
E;4;3;112;2;2;1;0,059485876;0,039520725;0,088606597;0,012271854
E;1;2;113;2;2;1;0,076143025;0,055131114;0,104279312;0,012396133
E;2;2;113;2;2;1;0,010801419;0,005505686;0,02108295;0,003702785
E;3;3;113;2;2;1;0,340831717;0,252420015;0,44190528;0,048848331
E;11;3;113;2;2;1;0,061670389;0,039274417;0,095567117;0,014018556
E;3;3;114;2;2;1;0,65663617;0,589688726;0,717886138;0,032860475
E;7;3;114;2;2;1;0,204048816;0,160893211;0,255258565;0,02406516
E;3;3;115;2;2;1;0,317382059;0,265532318;0,374198073;0,027808707
E;5;3;115;2;2;1;0,080253049;0,056250033;0,113269315;0,014353549
E;3;3;116;2;2;1;0,247200828;0,191256489;0,31317263;0,031167564
E;4;3;116;2;2;1;0,054198356;0,034509376;0,084141708;0,012345063
E;1;2;117;2;2;1;0,067019088;0,047774924;0,093255811;0,011449342
E;2;2;117;2;2;1;0,009427229;0,004773036;0,018535209;0,003265124
E;3;3;117;2;2;1;0,431581401;0,325541031;0,54428822;0,056701251
E;11;3;117;2;2;1;0,088015556;0,05563881;0,136509228;0,020211294
E;3;3;118;2;2;1;0,603320961;0,534300575;0,668459434;0,034421704
E;7;3;118;2;2;1;0,169356289;0,132519779;0,213907352;0,020718271
E;3;3;119;2;2;1;0,193607569;0,150202018;0,245926525;0,024396734
E;5;3;119;2;2;1;0,043114597;0,028674549;0,064344709;0,008900073
E2;4;4;1;1;1;2;0,594213392;0,463309286;0,712969322;0,06500972
E2;4;4;36;1;1;2;0,804760735;0,661071884;0,897021893;0,059982076
E2;4;4;75;1;1;2;0,880427792;0,760688223;0,944617613;0,045119397
