Parameters;From;To;Time;Age;Group;Step;Estimates;CI-;CI+;SE 
E;6;4;18;2;1;1;0,269522065;0,19814382;0,355222397;0,040268711
E;1;2;19;2;1;1;0,054352749;0,035563296;0,082223048;0,011639556
E;2;2;19;2;1;1;0,009461806;0,004415291;0,020159507;0,003668919
E;3;3;19;2;1;1;0,62472173;0,482822014;0,748007942;0,069182357
E;4;3;19;2;1;1;0,207455256;0,136598418;0,302202418;0,042236968
E;5;4;19;2;1;1;0,175931904;0,119027993;0,252250543;0,033841778
E;6;4;19;2;1;1;0,324337415;0,234443339;0,429368142;0,050255209
E;1;2;20;2;1;1;0,122464791;0,086802487;0,170050403;0,021056076
E;2;2;20;2;1;1;0,022667291;0,011003353;0,046118842;0,008302885
E;3;3;20;2;1;1;0,64211744;0,504793841;0,759503008;0,066289896
E;4;3;20;2;1;1;0,220044774;0,147014528;0,315916978;0,04315194
E;5;4;20;2;1;1;0,22714773;0,159711688;0,312469394;0,039041207
E;6;4;20;2;1;1;0,302822684;0,220566784;0,400011258;0,046153028
E;1;2;21;2;1;1;0,055682893;0,037267045;0,082420012;0,011291181
E;2;2;21;2;1;1;0,009704634;0,004602984;0,020345052;0,003682555
E;3;3;21;2;1;1;0,223381499;0,139272885;0,338319066;0,050918278
E;4;3;21;2;1;1;0,043270898;0,026319576;0,070351021;0,010871976
E;5;4;21;2;1;1;0,278651884;0,177968893;0,408022169;0,059379638
E;6;4;21;2;1;1;0,363417066;0,241751062;0,505493788;0,068759025
E;1;2;22;2;1;1;0,062989083;0,042066401;0,093304536;0,012821978
E;2;2;22;2;1;1;0,01104857;0,005176751;0,023423784;0,004259346
E;3;3;22;2;1;1;0,274761145;0,167032795;0,417171955;0,064681119
E;4;3;22;2;1;1;0,056222644;0,032547984;0,095419271;0,015468548
E;5;4;22;2;1;1;0,208439433;0,131679834;0,313775138;0,046452874
E;6;4;22;2;1;1;0,280140879;0,187312186;0,39652741;0,053893899
E;1;2;23;2;1;1;0,057804478;0,038234298;0,086490813;0,012056671
E;2;2;23;2;1;1;0,010093116;0,004675801;0,02165033;0,003950165
E;3;3;23;2;1;1;0,273095947;0,173328956;0,402339399;0,059072691
E;4;3;23;2;1;1;0,055780037;0,033720795;0,090912151;0,014145154
E;5;4;23;2;1;1;0,237381278;0,133493766;0,386092655;0,064961083
E;6;4;23;2;1;1;0,315075655;0,182193744;0,487143735;0,079831603
E;1;2;24;2;1;1;0,089987554;0,0629428;0,127076811;0,016157819
E;2;2;24;2;1;1;0,016168375;0,007766315;0,033354718;0,006020015
E;3;3;24;2;1;1;0,322381438;0,207840067;0,463141043;0,066331876
E;4;3;24;2;1;1;0,069601887;0,042019329;0,113151761;0,01763904
E;5;4;24;2;1;1;0,476968041;0,132078489;0,845315028;0,227897013
E;6;4;24;2;1;1;0,574051801;0,186570277;0,887878852;0,220919687
E;1;2;25;2;1;1;0,039644435;0,024450821;0,06366316;0,009692697
E;2;2;25;2;1;1;0,00681383;0,002998745;0,015407564;0,002847124
E;3;3;25;2;1;1;0,371449113;0,203974296;0,576794278;0,099540303
E;4;3;25;2;1;1;0,085023016;0,04149412;0,166293122;0,030317754
E;5;4;25;2;1;1;0,194280545;0,099076784;0,345848108;0,062701498
E;6;4;25;2;1;1;0,262728038;0,145651869;0,426889002;0,072863784
E;1;2;26;2;1;1;0,061633113;0,040547628;0,092624889;0,013011094
E;2;2;26;2;1;1;0,010797842;0,00498113;0,023248313;0,004248262
E;3;3;26;2;1;1;0,320313327;0,189077512;0,487840129;0,078163655
E;4;3;26;2;1;1;0,068990283;0,03759662;0,123241194;0,020980326
E;5;4;26;2;1;1;0,199574256;0,104256713;0,348164497;0,062091677
E;6;4;26;2;1;1;0,269263513;0,140111592;0,454535579;0,081916791
E;1;2;27;2;1;1;0,103129038;0,070839823;0,147794844;0,019391949
E;2;2;27;2;1;1;0,01875169;0,008788171;0,039560431;0,007209633
E;3;3;27;2;1;1;0,44243086;0,293758013;0,602189633;0,081292948
E;4;3;27;2;1;1;0,110930246;0,065160501;0,182570714;0,029297948
E;5;4;27;2;1;1;0,179899617;0,108881475;0,282551985;0,04404919
E;6;4;27;2;1;1;0,244820022;0,155126492;0,364028991;0,053626809
E;1;2;28;2;1;1;0,095824361;0,060289307;0,148983484;0,022187023
E;2;2;28;2;1;1;0,017308162;0,007542561;0,039217975;0,007293778
E;3;3;28;2;1;1;0,383578696;0,214252104;0,586789959;0,09953617
E;4;3;28;2;1;1;0,089125661;0,044123438;0,171778092;0,031117665
E;5;4;28;2;1;1;0,217306055;0,098432458;0,413841877;0,0809921
E;6;4;28;2;1;1;0,290936509;0,146443035;0,495274077;0,091772332
E;1;2;29;2;1;1;0,07368924;0,040288131;0,131001824;0,022261645
E;2;2;29;2;1;1;0,013048294;0,005891557;0,02864811;0,005271863
E;3;3;29;2;1;1;0,372087341;0,224781582;0,547721971;0,085199702
E;4;3;29;2;1;1;0,085235842;0,042780075;0,162665485;0,02922773
E;5;4;29;2;1;1;0,204236274;0,010486383;0,86141427;0,264276266
E;6;4;29;2;1;1;0,274994168;0,014452014;0,907501639;0,330890424
E;1;2;30;2;1;1;0,077397195;0,044605178;0,130991349;0,021350161
E;2;2;30;2;1;1;0,013750164;0,005977116;0,031313376;0,005818563
E;3;3;30;2;1;1;0,554275093;0,35741614;0,73546218;0,101412696
E;4;3;30;2;1;1;0,163554837;0,083383359;0,295923778;0,053411603
E;5;4;30;2;1;1;0,096694513;0,030845729;0,264719216;0,054052161
E;6;4;30;2;1;1;0,136589619;0,04715879;0,335839502;0,069918484
