Index;Value;Cl-;Cl+;SE ;beta
217;-0,898383435;-1,154567821;-0,642199049;0,130706319;col_obs
218;-0,798572625;-1,07199032;-0,52515493;0,139498824;col_obs
219;-1,564899806;-1,860773823;-1,269025789;0,150956131;col_obs
220;-1,23902863;-1,511836716;-0,966220544;0,139187799;col_obs
221;-1,533619192;-1,869557224;-1,19768116;0,171396955;col_obs
222;-1,122827553;-1,388576737;-0,857078369;0,135586318;col_obs
223;-1,254536714;-1,507855107;-1,001218321;0,129244078;col_obs
224;-1,39517858;-1,694411194;-1,095945966;0,152669701;col_obs
225;-0,76582904;-1,017409435;-0,514248645;0,128357344;col_obs
226;-1,426737239;-1,73301748;-1,120456998;0,156265429;col_obs
227;-1,745784886;-2,022719753;-1,468850019;0,141293299;het_obs_spring
228;-10,09171925;-10,12958969;-10,05384881;0,019321652;col_obs
229;-2,606121099;-3,446820953;-1,765421245;0,428928497;col_obs
230;-1,116018997;-1,493765747;-0,738272247;0,192727934;col_obs
231;-0,673784141;-0,952172714;-0,395395568;0,142034986;col_obs
232;-0,593426225;-0,848706827;-0,338145623;0,130245205;col_obs
233;0,038562247;-0,179900492;0,257024986;0,111460581;col_obs
234;0,046104142;-0,15046144;0,242669724;0,100288562;col_obs
235;-0,115455061;-0,304662337;0,073752215;0,096534324;col_obs
236;0,128694194;-0,065099901;0,322488289;0,098874538;col_obs
237;0,440305476;0,238371144;0,642239808;0,103027721;col_obs
238;-1,334844297;-1,546630614;-1,12305798;0,108054243;col_obs
239;-0,586125256;-0,794412763;-0,377837749;0,106269136;col_obs
240;-0,00178424;-0,213049039;0,209480559;0,107788163;col_obs
241;0,224917242;0,009883978;0,439950506;0,109710849;col_obs
242;0,131298117;-0,088317217;0,350913451;0,11204864;col_obs
243;-0,140309548;-0,356953086;0,07633399;0,110532417;col_obs
244;-1,063281289;-1,331180825;-0,795381753;0,136683436;col_obs
245;-2,094042657;-2,399339515;-1,788745799;0,155763703;col_obs
246;-1,471014496;-1,734411296;-1,207617696;0,134386122;col_obs
247;-1,568208795;-1,857292415;-1,279125175;0,147491643;col_obs
248;-1,135251178;-1,406135984;-0,864366372;0,138206534;col_obs
249;-1,943693186;-2,263390341;-1,623996031;0,163110793;col_obs
250;-2,008345118;-2,332257748;-1,684432488;0,165261546;col_obs
251;-1,765523652;-2,090467529;-1,440579775;0,165787692;col_obs
252;-1,774977917;-2,126079853;-1,423875981;0,179133641;col_obs
253;-1,51061741;-1,841556718;-1,179678102;0,168846586;col_obs
254;-1,360823322;-1,633814357;-1,087832287;0,13928114;col_obs
255;-1,014902874;-1,290036505;-0,739769243;0,140374302;col_obs
256;-1,113597414;-1,441866422;-0,785328406;0,167484188;col_obs
257;0,381411074;-0,147027143;0,909849291;0,269611335;col_recov_p1
258;1,416319201;0,668074545;2,164563857;0,381757477;col_recov_p2
259;1,996487481;1,156456371;2,836518591;0,428587301;col_recov_p3
